Id,SalePrice
1461,113147.33944257862
1462,143808.52751244945
1463,169540.4329962974
1464,193335.74385127382
1465,194447.30506959595
1466,167872.77587603882
1467,185303.95404809326
1468,161902.75184509464
1469,189490.90713066483
1470,120768.55691666406
1471,180639.9502530829
1472,102707.09791412839
1473,97327.79553627533
1474,146212.49921009495
1475,117655.06213182822
1476,339064.11360507365
1477,243373.70127660086
1478,296791.00361491623
1479,295327.7315048312
1480,488239.0033169722
1481,320068.83302924293
1482,218118.03124144988
1483,171190.339138572
1484,173790.6481386687
1485,203437.5590498634
1486,191864.508242354
1487,330694.998324528
1488,234218.40480276104
1489,184227.6101298583
1490,229561.02823965257
1491,193510.98366078545
1492,84311.83582688622
1493,202364.96576468283
1494,286543.8927829982
1495,273651.92859904416
1496,233097.9185482444
1497,171378.11480050572
1498,174474.21480827377
1499,168267.4394082107
1500,160544.56110386903
1501,171835.67441920488
1502,156157.91403010584
1503,280814.6877644159
1504,247351.7149770063
1505,224950.671218028
1506,189841.64534371236
1507,238667.84102878274
1508,194853.45993730822
1509,156960.12718698627
1510,145026.2388970198
1511,150588.97813723926
1512,170684.98385763008
1513,146221.64458068798
1514,148388.93118933833
1515,186801.28578535016
1516,149670.98460303905
1517,163194.61323071423
1518,127131.10731470109
1519,212676.2598504955
1520,126581.24548950675
1521,123503.0265978716
1522,176044.83575032736
1523,107998.1665275786
1524,119183.38807801064
1525,115950.66949404383
1526,109455.26760979099
1527,104504.62290860958
1528,135489.8873614224
1529,148285.38966239637
1530,208398.43759902503
1531,118988.12169163315
1532,99814.5812614118
1533,144491.41383403586
1534,123478.37888163498
1535,131475.4665278262
1536,107842.90222210888
1537,57439.50889717281
1538,148773.0296030809
1539,192740.16455592524
1540,92118.2821783502
1541,139357.3731838391
1542,128830.22596432194
1543,173472.25426466763
1544,89007.96545453198
1545,117677.30426534357
1546,143954.91150789947
1547,133721.9969082645
1548,137893.12717484817
1549,125601.46869650904
1550,133392.23506456084
1551,102370.18744561938
1552,139218.51340719228
1553,144495.2010673177
1554,124418.87801470463
1555,149168.33164240627
1556,89069.00954875362
1557,97569.62024134108
1558,106428.7071233306
1559,78921.05621139641
1560,126865.8570345128
1561,115011.40621382848
1562,134650.7163885901
1563,119698.10648975523
1564,152550.9600658773
1565,144298.4278819144
1566,235967.65408654188
1567,76213.13540050588
1568,237412.73192983604
1569,123683.07783241427
1570,144379.19075898032
1571,112071.33786353128
1572,135298.0829100382
1573,219045.95962575657
1574,114017.73780716056
1575,229299.37437926396
1576,250155.67123434963
1577,186304.99675247012
1578,145724.2612037444
1579,136197.5159110287
1580,195304.27914970915
1581,160288.31886939684
1582,129261.38591575937
1583,283240.176376004
1584,220736.5306105563
1585,139946.92000446288
1586,72632.38160674438
1587,107647.40851962814
1588,151394.02584888108
1589,94125.20396619037
1590,132735.40128473178
1591,93557.79673938363
1592,110238.6492909829
1593,130264.50853558279
1594,135031.2389622358
1595,104319.48319985192
1596,214591.8475242268
1597,186672.3293096615
1598,221277.60779913553
1599,175522.1001123567
1600,169873.2905880777
1601,66543.1818247324
1602,113323.63953796701
1603,79948.8981586461
1604,251137.06310734435
1605,243532.62749172974
1606,170273.83719631037
1607,175771.54180801858
1608,227942.96073093617
1609,181056.9793981251
1610,148918.8492679993
1611,138425.14290772812
1612,168936.0988817341
1613,165551.7139073591
1614,131225.7555688737
1615,96241.34875085535
1616,81170.15097270979
1617,95846.52909995585
1618,129354.58730119398
1619,148757.3682067358
1620,166485.63975248544
1621,128776.30518788284
1622,150480.96949078128
1623,266475.9978989514
1624,202943.5226312601
1625,118038.04192526863
1626,172212.50125090743
1627,185519.0548847791
1628,275857.714832802
1629,186648.27078603074
1630,314610.53561944753
1631,221003.4459633663
1632,224891.1354060943
1633,191869.6489295108
1634,189626.5818646723
1635,176460.8668605302
1636,156248.43754320286
1637,192250.37536455086
1638,176033.3222177211
1639,186491.00277389202
1640,244448.66592048778
1641,175937.67361685322
1642,242353.06870487187
1643,211985.8871438978
1644,237902.53365247117
1645,213307.92206507977
1646,164982.27461442302
1647,160061.12586234367
1648,129291.43346285333
1649,146320.43905648915
1650,117736.25058817306
1651,123280.47611837686
1652,104283.55597968372
1653,107828.9463611276
1654,148529.97161711854
1655,142808.697755432
1656,141204.95991910854
1657,149924.19518129347
1658,152119.80057930812
1659,127844.40167154747
1660,156446.75873070693
1661,419736.4586546961
1662,379022.0640884674
1663,352430.38076174963
1664,478525.87967159617
1665,298247.4750368402
1666,319115.50860039704
1667,361360.7483589395
1668,343366.33243896556
1669,308478.5434220434
1670,334556.5982890193
1671,255991.39081217124
1672,412955.24933559797
1673,292510.8958689925
1674,242888.33565419816
1675,192864.90569600387
1676,193306.4185942493
1677,212240.8818323381
1678,434898.8465729846
1679,379002.6565596393
1680,308557.4475181042
1681,242902.0335573333
1682,311385.445709456
1683,192267.55717621898
1684,180315.59216585258
1685,176371.5956752855
1686,179977.7589355329
1687,180354.99202643184
1688,189292.16805287465
1689,196859.29857544883
1690,203807.15937028785
1691,197562.14319581565
1692,266652.7562351762
1693,180001.54388807726
1694,186396.17919165568
1695,177103.08053390312
1696,265591.5529601777
1697,182646.29808292448
1698,337225.3791539051
1699,325220.1679403494
1700,252989.5333327506
1701,264178.7189950258
1702,232447.79405119226
1703,241493.30334506914
1704,270687.6497120095
1705,251263.6343570389
1706,372080.0533064849
1707,207002.21881718107
1708,200978.54225183063
1709,258385.4478367509
1710,223805.68268273803
1711,278307.7353040537
1712,251996.05149198876
1713,266582.38813535805
1714,218407.23038903732
1715,209035.06174288804
1716,182737.3351498923
1717,191216.601718551
1718,137187.34422484646
1719,205568.86479647414
1720,237072.47390674826
1721,163416.66621174532
1722,123611.01723357801
1723,153336.14928213888
1724,204121.4428448338
1725,245094.25624353948
1726,186733.47991236232
1727,151809.25442312198
1728,180700.28250617068
1729,168564.7968685214
1730,158866.3997268423
1731,123040.00211887124
1732,129325.16045273172
1733,110975.49321770498
1734,121860.03547028355
1735,132427.6525775225
1736,110788.98052204763
1737,307030.0807148372
1738,249048.75406470522
1739,248589.8872325118
1740,207357.5593508719
1741,186275.50033220983
1742,168166.88447685383
1743,181571.60737238772
1744,318330.90359825385
1745,207037.32214759654
1746,189767.69132265114
1747,211433.4630936914
1748,220827.69315280017
1749,143125.1744080049
1750,118222.96317776796
1751,255781.0852156198
1752,119314.75290144485
1753,144667.02186159004
1754,192783.96865937745
1755,155259.19395787473
1756,135665.9653169323
1757,123576.44947747019
1758,146796.8040544894
1759,157068.98100718492
1760,166418.66386467323
1761,138442.697233781
1762,180310.0319499407
1763,180502.70050937985
1764,118179.0270671105
1765,155754.26218675886
1766,195968.7910706498
1767,215696.78384808596
1768,140815.04487533364
1769,176006.45599169348
1770,164582.30119128054
1771,115105.47653598004
1772,128707.74299282914
1773,128557.80116239031
1774,139486.58977808728
1775,149689.39132771315
1776,132373.59211928377
1777,106627.99730271702
1778,142314.69599616027
1779,126366.01569141865
1780,169958.3592851455
1781,123409.67115977543
1782,92272.03280365598
1783,142061.66838113556
1784,112765.00179304135
1785,115173.56478690622
1786,147157.08715225512
1787,174252.1626674282
1788,64504.105523464816
1789,96732.83308853705
1790,83305.45492358311
1791,201919.61130890113
1792,153833.82396595494
1793,131249.1967095459
1794,164977.6603304905
1795,131649.33679978395
1796,134423.67520847588
1797,114073.24454448502
1798,120137.73114167705
1799,112511.50681391788
1800,125956.30738049815
1801,122321.88705369065
1802,136311.71497583514
1803,145738.06958148855
1804,135024.6411021904
1805,139111.07639479925
1806,125865.3792162539
1807,136638.74658113148
1808,120849.97088774186
1809,126199.42640045023
1810,138907.28723446274
1811,89191.80282509295
1812,95899.2951471641
1813,122522.8694621089
1814,95353.72127273401
1815,59465.378141803245
1816,98111.12496329476
1817,107586.4080053111
1818,140602.2377467101
1819,128031.61731601648
1820,65870.66155536546
1821,115560.269062485
1822,159370.09967788635
1823,53965.70160325128
1824,120290.5522696382
1825,141446.91573595724
1826,107340.23219522346
1827,96796.96312637205
1828,132014.91032095716
1829,127874.49513333687
1830,143937.62885211364
1831,140364.74868477214
1832,80064.19832089456
1833,143443.40108651354
1834,120794.2169049012
1835,116993.38019579237
1836,116710.48448870298
1837,86224.08079115229
1838,124766.2558017266
1839,116208.8045484545
1840,141993.86592485584
1841,126236.03460680546
1842,98691.55349343416
1843,127476.2120939556
1844,147457.07258228443
1845,142168.3545818108
1846,152481.4624306266
1847,165084.30013481842
1848,61352.389684395464
1849,113497.24409031183
1850,118476.84173010726
1851,139558.94146067553
1852,130490.57682297802
1853,126910.26407550638
1854,160764.89733217642
1855,151691.45527702424
1856,233314.57735128756
1857,132879.19028686723
1858,131134.88548652505
1859,118560.51907543202
1860,142870.8252187392
1861,117997.92833428935
1862,375898.7622989343
1863,352825.1698651543
1864,352845.449933429
1865,328015.65433835663
1866,324228.6047982514
1867,225479.58893207856
1868,278992.1490430204
1869,208070.98961166947
1870,224922.35995236514
1871,263296.528559548
1872,174954.13300069695
1873,239383.1717331366
1874,151645.7924699239
1875,190118.22460239148
1876,198830.57426447078
1877,204798.58852064557
1878,208750.82068390015
1879,126994.25087310253
1880,130835.76243314227
1881,238800.96942098747
1882,235724.82279676982
1883,182421.96474921578
1884,197202.49275590724
1885,221438.33312227466
1886,270532.5267450187
1887,216655.8528895584
1888,264734.4754582622
1889,169784.62301692003
1890,115239.06607692369
1891,129550.8645697474
1892,98644.41517028747
1893,127951.20965179631
1894,123535.60099586059
1895,126782.21401809265
1896,124240.138472444
1897,115513.77660975592
1898,117007.24251064891
1899,152947.44324487346
1900,158410.6469449142
1901,172181.58741090947
1902,143511.2730897063
1903,235032.73200311913
1904,136183.5977883143
1905,191725.79424805904
1906,146458.8566300884
1907,186517.90333686987
1908,114056.21357357028
1909,142020.13686812692
1910,125733.14488935919
1911,218627.83103637546
1912,315573.2111863724
1913,143701.48944085022
1914,70186.10369046358
1915,280970.06916163454
1916,61761.33830129926
1917,231876.14490170678
1918,142311.47776836285
1919,173613.8144228325
1920,150112.39132439787
1921,346329.8547672586
1922,301044.1407591765
1923,234517.81323148072
1924,235017.10072351416
1925,196675.21069480808
1926,341135.11480917275
1927,129580.12772251201
1928,157458.22635815304
1929,121886.96715108561
1930,132081.37614718915
1931,137133.9305041132
1932,132554.29418846496
1933,187703.44711275445
1934,176913.7165422157
1935,171212.63777679027
1936,186841.93234667153
1937,181967.10212494573
1938,169582.3325369605
1939,243749.39100602496
1940,190091.66795841965
1941,166391.9175735518
1942,177848.58817073578
1943,221597.49569275326
1944,372611.7361747398
1945,369831.2882529899
1946,128209.6661009461
1947,267496.07748552604
1948,164723.88539357553
1949,245684.08550995257
1950,193917.75164199623
1951,240766.9835783123
1952,205937.95597193236
1953,172650.17036440977
1954,180015.5463980419
1955,131495.25814438332
1956,329944.99965506943
1957,144569.0234017292
1958,297525.6966370856
1959,148722.2270814946
1960,111632.88682147069
1961,130671.43957287862
1962,99775.25071450217
1963,108000.4445666727
1964,106516.0803825496
1965,149309.4316460454
1966,142022.41609109525
1967,289557.0891953465
1968,416081.58771193493
1969,355039.88991550717
1970,387894.7895841874
1971,466577.2074312132
1972,354920.7304508174
1973,282763.62721445673
1974,335713.3568664862
1975,491835.48295692983
1976,276423.94389977335
1977,346475.24341811164
1978,337880.46661659493
1979,312050.83673260314
1980,194776.1507135883
1981,318406.32621959766
1982,223367.2609329524
1983,214499.24941673144
1984,170085.1157457408
1985,229770.429612888
1986,206887.99426492193
1987,190222.47810755033
1988,176289.5130695856
1989,191774.39096974
1990,209298.5795376302
1991,228982.0203771192
1992,216512.23697284903
1993,173139.81703456276
1994,222645.05740233793
1995,181155.3397109669
1996,253794.18414156756
1997,307784.702631771
1998,278938.3882644717
1999,294491.9731976369
2000,321306.24659532047
2001,283126.14867730817
2002,239460.6572044371
2003,248270.751607605
2004,289253.2230136705
2005,225113.46196260734
2006,225633.9205544118
2007,247548.03839267325
2008,214513.3607462645
2009,203621.50617534082
2010,194477.4372271586
2011,142746.77361668492
2012,179997.96071112566
2013,178251.7013745751
2014,184115.6743379323
2015,208700.69194585693
2016,193818.16597977479
2017,195116.3653334407
2018,126443.96652963296
2019,133672.28920330817
